OBJECTID,tractce,geoid,intptlat,intptlon,disability_mental,disability_physical,disability_total,gender_female,gender_trans,gender_total,race_eth_origin_african,race_eth_origin_african_america,race_eth_origin_american,race_eth_origin_american_indian,race_eth_origin_armenian,race_eth_origin_api,race_eth_origin_azerbaijani,race_eth_origin_canadian,race_eth_origin_croatian,race_eth_origin_danish,race_eth_origin_ethiopian,race_eth_origin_french,race_eth_origin_german,race_eth_origin_jamaican,race_eth_origin_latino,race_eth_origin_middle_easterne,race_eth_origin_multi_racial,race_eth_origin_nonwhite,race_eth_origin_other,race_eth_origin_portuguese,race_eth_origin_romani_gypsy,race_eth_origin_russian,race_eth_origin_serbian,race_eth_origin_turkish,race_eth_origin_unknown,race_eth_origin_white,race_eth_origin_total,religion_atheist_agnostic,religion_buddhist,religion_catholic,religion_christian,religion_hindu,religion_jehovahs_witness,religion_jewish,religion_mormon_lds,religion_muslim,religion_other,religion_other_christian,religion_protestant,religion_scientologist,religion_sikh,religion_unknown,religion_total,sept11_middle_east_conflict_arm,sept11_middle_east_conflict_dan,sept11_middle_east_conflict_jew,sept11_middle_east_conflict_mid,sept11_middle_east_conflict_mus,sept11_middle_east_conflict_unk,sept11_middle_east_conflict_tot,sexual_orientation_bisexual,sexual_orientation_gay_male,sexual_orientation_heterosexual,sexual_orientation_lesbian,sexual_orientation_lgbt_not_spe,sexual_orientation_total,unknown_total,blank_total,tract_total,SHAPE_Length,SHAPE_Area
467,267300,06037267300,+34.0452043,-118.4496931,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,3,,,,,,,,,3,,,,,,,,,1,,,,1,,,7,8676.53927401277,4631659.71691205
468,218800,06037218800,+34.0377797,-118.3230095,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,9005.06537533788,4430886.00582706
469,219500,06037219500,+34.0209191,-118.3405648,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10424.7034061145,6001852.04787348
470,219800,06037219800,+34.0299390,-118.3547601,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,9746.01750660658,4802120.48496362
471,220000,06037220000,+34.0278406,-118.3401928,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12777.7107924435,10460254.6763831
472,190201,06037190201,+34.1033578,-118.3297140,,,,,3,3,,4,,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,6,1,,15,6951.86166664776,2441732.82016791
473,220100,06037220100,+34.0239340,-118.3662035,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,3,16990.5975630606,10552863.2999859
474,221120,06037221120,+34.0421001,-118.2878972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,2,7524.85175928441,3417542.64541548
475,221210,06037221210,+34.0436624,-118.3028632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,8419.21242163146,3861959.82747073
476,221220,06037221220,+34.0435736,-118.2960214,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,2,,,,2,,,5,10529.4777746938,7097658.14255801
477,221302,06037221302,+34.0417457,-118.3114921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,1,,,2,10183.1033871698,4974458.96600616
478,430723,06037430723,+34.1300364,-118.0586172,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12934.5540724347,5235291.41606354
479,700400,06037700400,+34.0812987,-118.3811478,,,,,3,3,,8,,,,,,,,,,,,,4,,,,,,,1,,,,,13,,,,,,,4,,,,,,,,,4,,,,,,,,,28,,1,1,30,,,50,21301.4441440844,14164288.3246947
480,900805,06037900805,+34.6953331,-118.1590805,,,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,1,,,,,,,,2,,,,,,,,,,,2,,2,,,7,21300.462023103,28395563.1301523
481,900806,06037900806,+34.6964400,-118.1419762,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,1,1,,,1,,,,,,,,,3,,,,,,,,,3,,2,,5,,,11,17961.4523822038,19327049.3428782
482,301100,06037301100,+34.1622943,-118.2471275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,18435.345243011,14474900.3974243
483,301204,06037301204,+34.1614820,-118.2597444,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8682.85878733063,4401250.36482415
484,302102,06037302102,+34.1347576,-118.2363626,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18320.2102351072,11167200.680092
485,302104,06037302104,+34.1453999,-118.2320955,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12263.7871438627,6128932.01992131
486,302201,06037302201,+34.1444791,-118.2484452,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10679.6714719421,5356510.10054388
487,302301,06037302301,+34.1446832,-118.2632444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,13199.0993926941,7540439.85075372
488,920042,06037920042,+34.3970571,-118.4712313,,1,1,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,2,,,6,39444.1474182858,40474346.9609558
489,700600,06037700600,+34.0892642,-118.4021007,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,5,47176.3867717877,61182491.8256455
490,910502,06037910502,+34.5800249,-118.1008047,,,,,,,,9,,,,,,,,,,,,,3,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,13,18776.368871731,21564768.2919554
491,188300,06037188300,+34.1207814,-118.2647639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,2,12689.0294094181,9933262.07336687
492,700700,06037700700,+34.0805198,-118.4165576,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,,,,1,,1,,,,,,,3,,,,,,,,,1,,,,1,1,,7,32341.1292709267,37997765.7525824
493,405102,06037405102,+34.0891912,-117.9626970,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15579.7993887546,10363378.233605
494,405201,06037405201,+34.0839121,-117.9513657,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17914.5189244707,14596825.8495721
495,405203,06037405203,+34.0762599,-117.9569613,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13629.333161484,7742325.19316315
496,408401,06037408401,+34.0182750,-117.9819245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,2,17022.3764043328,12473307.5806652
497,408501,06037408501,+34.0113412,-117.9680446,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16427.9844447473,9299052.15552243
498,431800,06037431800,+34.1196210,-118.0611059,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,3,16098.6238288465,15961114.5447603
499,431900,06037431900,+34.1103131,-118.0600630,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14771.4675937135,11507648.7344017
500,208802,06037208802,+34.0621454,-118.2786688,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,3,7699.4836416055,2276467.59141235
501,432000,06037432000,+34.1023091,-118.0547543,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,24941.0081700694,24093982.9382369
502,215102,06037215102,+34.0649905,-118.3456014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,4,8165.78604576523,2773747.7733237
503,432201,06037432201,+34.0871355,-118.0827115,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15512.6366846864,12398188.680167
504,432202,06037432202,+34.0859512,-118.0708948,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,20130.11880398,14890686.2531802
505,460900,06037460900,+34.1761857,-118.1602397,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,4,25260.5885017345,26407337.6486133
506,461000,06037461000,+34.1870169,-118.1608413,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,,,9,25428.8286513818,19678736.274097
507,461100,06037461100,+34.1851953,-118.1397371,,,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,19661.2885531315,21082307.8063803
508,189905,06037189905,+34.1006030,-118.3515882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,4,,,,,,,,,2,,,,2,,,6,6976.50622786965,2780937.66504218
509,400402,06037400402,+34.1356353,-117.8240912,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40491.7019810589,47208787.5932563
510,403316,06037403316,+34.0317771,-117.7984808,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,28148.0830493702,31546212.5460984
511,405400,06037405400,+34.0915037,-117.9315739,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,3,20424.5700420524,14504577.6991515
512,405500,06037405500,+34.0788822,-117.9284554,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20090.1967368135,19971585.3662608
513,408625,06037408625,+33.9886212,-117.9634087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,2,,,2,20528.2175574981,23025105.2146205
514,226420,06037226420,+34.0218419,-118.2570623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,8778.89296499147,4595545.90130461
515,408626,06037408626,+33.9850726,-117.9197398,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26291.404048374,26738081.2136102
516,432300,06037432300,+34.0865238,-118.0462778,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,20234.7931101359,21330284.1522865
517,432401,06037432401,+34.0905474,-118.0220588,,,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18557.7395694548,11294826.05707
518,432402,06037432402,+34.0848582,-118.0271968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,18801.1078473036,16204176.3328057
519,432500,06037432500,+34.0966686,-118.0058397,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25644.3299332074,30310905.3295934
520,461200,06037461200,+34.1809681,-118.1154324,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27931.1204710193,26451696.7328286
521,461300,06037461300,+34.1740052,-118.1117330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,1,,1,,,4,29192.8219262387,20989479.1745541
522,128220,06037128220,+34.1835533,-118.4355767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,2,10040.0531732779,5979977.10318184
523,461400,06037461400,+34.1723184,-118.1246769,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15871.3995306062,10939335.9271161
524,461600,06037461600,+34.1633942,-118.1558474,,,,,,,,2,,,,1,,,,,,,,,9,,,,,,,,,,,,12,,,,1,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,14,18010.6196089032,17884091.1959465
525,576401,06037576401,+33.7789740,-118.1785058,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,5,7928.1387231827,3488157.55486899
526,650604,06037650604,+33.8403645,-118.3491229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,9489.82469678834,5548335.74713802
527,461700,06037461700,+34.1583127,-118.1655566,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,4,27778.0984282987,23766381.9039891
528,403321,06037403321,+34.0162523,-117.7793267,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,42407.3214207344,72152881.6319831
529,125401,06037125401,+34.1626066,-118.3743046,,,,,,,,4,,,,1,,,,,,,,,1,,,,,,,,,,,,6,,,,,,,1,,,,,,,,,1,,,,,,,,,3,,,,3,,,10,10111.9843733429,4281459.26448489
530,405600,06037405600,+34.0796236,-117.9156009,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23814.6589798921,22613541.7822682
531,408303,06037408303,+34.0341304,-118.0053624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,25044.6290260086,18600436.6429172
532,127605,06037127605,+34.1897270,-118.4847378,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,3,10568.6411816251,6981245.81725646
533,188100,06037188100,+34.1366071,-118.2703438,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,2,25984.6501244007,22750682.0265769
534,141303,06037141303,+34.1549446,-118.4552465,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7096.5091277902,2828156.84936802
535,194101,06037194101,+34.1114184,-118.3530199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,1,,,,1,,,3,33899.9523158656,27368995.7068659
536,262604,06037262604,+34.0518499,-118.5493541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,1,,2,1,,4,54533.465011122,64647106.3405537
537,119341,06037119341,+34.2371666,-118.4458756,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8359.54226201369,3512711.17951724
538,120106,06037120106,+34.2226265,-118.4563815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,6072.52820832696,2220341.07848663
539,122121,06037122121,+34.2142143,-118.3705556,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12008.0444924721,4433980.59524394
540,124204,06037124204,+34.1739725,-118.3746553,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7925.26419238158,3491073.75708701
541,262802,06037262802,+34.0458645,-118.5024565,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,2,,,,,,,,,2,,,,2,,,6,40433.299302845,36709582.8085505
542,407602,06037407602,+34.0323937,-117.9468466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,13487.2719744739,10060120.0412942
543,189904,06037189904,+34.0997191,-118.3467929,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,1,,1,,,,,,,2,,,,,,,,,1,,,,1,,,6,5282.07905679027,1717859.99941004
544,296901,06037296901,+33.7301628,-118.2945655,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,2,,8,11354.5896772486,6645893.78146587
545,910101,06037910101,+34.6056671,-118.0270881,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,138506.510902454,659509779.247072
546,269602,06037269602,+34.0432688,-118.3844820,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7326.26443192781,3127881.91319253
547,271901,06037271901,+34.0131825,-118.4231336,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,10708.1856570728,7084576.93047548
548,302003,06037302003,+34.1487828,-118.2439771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6617.57834142569,2552854.12677232
549,115103,06037115103,+34.2438279,-118.5274502,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,4,,,,,,,4,,,,,,,,,4,,,,,,,,,1,,,,1,,,9,22256.5317322198,16345329.9010763
550,189300,06037189300,+34.1112674,-118.3093146,,,,,2,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,4,25805.7445047327,20450343.3552704
551,189500,06037189500,+34.1084103,-118.3212812,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,3,13013.3430690363,6374694.2163325
552,199120,06037199120,+34.0700703,-118.1996896,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16463.9917915215,10353364.766958
553,199300,06037199300,+34.0941911,-118.2003961,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31628.1003131793,27892046.6797334
554,199700,06037199700,+34.0678503,-118.2202429,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13865.2251105736,10447074.6596071
555,199800,06037199800,+34.0706563,-118.2103403,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,6,10760.5523985958,7009961.78261065
556,199900,06037199900,+34.0650794,-118.2115758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,10157.8099669405,4768480.10173751
557,127804,06037127804,+34.1974925,-118.4618229,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,2,,2,,,4,10483.5686089956,6868380.57193535
558,128102,06037128102,+34.1902959,-118.4443506,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,2,,,6,10570.6971360741,6983261.68640384
559,132001,06037132001,+34.1920691,-118.5141950,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13176.7236051981,10425781.1034209
560,134001,06037134001,+34.2029146,-118.5917267,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2,,,,,,,,,2,,,,,,,,,,,1,,1,,,10,12140.6624699485,6280518.7202474
561,920115,06037920115,+34.4257895,-118.5500603,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,2,,,5,34812.1011472792,38748970.751376
562,201501,06037201501,+34.0865745,-118.1646554,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14427.9738118469,9566161.62421515
563,201503,06037201503,+34.0851726,-118.1739007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,2,9203.94794121773,4729129.09407335
564,203100,06037203100,+34.0590790,-118.1964766,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,17,11835.7114626533,7076573.73068605
565,554600,06037554600,+33.8836452,-118.0892922,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,4,14557.5209299916,11373738.4195634
566,203300,06037203300,+34.0588723,-118.2077883,,,,,1,1,,3,,,,1,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,7,15611.025193486,16058051.3457861
567,203500,06037203500,+34.0572260,-118.2185819,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,2,18793.6793821514,17841970.7647744
568,203600,06037203600,+34.0513395,-118.2095139,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,5,,,,,,,,,2,,,,,,,2,,,,,2,,2,,,,,,,,,9,10682.1394081949,5956721.8938103
569,203720,06037203720,+34.0468935,-118.2031501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7965.72103815255,3455623.08390441
570,575801,06037575801,+33.7794168,-118.2013699,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8615.54580489607,4695994.75051459
571,211922,06037211922,+34.0672221,-118.2953981,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4155.33850207398,999882.187822798
572,702002,06037702002,+34.0057740,-118.4861752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15569.5322345206,13639524.4502988
573,204820,06037204820,+34.0238153,-118.2058412,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8346.72019718145,3445972.39806906
574,204110,06037204110,+34.0387869,-118.1987145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,10204.6581913576,6499078.05443287
575,204120,06037204120,+34.0338905,-118.2011680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,6976.74417579459,2835215.82747562
576,204300,06037204300,+34.0387492,-118.2078724,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,10888.0022795064,6926289.58910322
577,204600,06037204600,+34.0366414,-118.2158297,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12240.5469782101,6269663.16265224
578,204700,06037204700,+34.0309821,-118.2124515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,13337.0801852834,10882957.1146661
579,204810,06037204810,+34.0285547,-118.2030024,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,4,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,6,12180.9033456122,8285023.79764717
580,137201,06037137201,+34.1736504,-118.6156242,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,2,,,,,,,,,1,,1,,2,,,5,19182.7922618331,21464042.7734984
581,137302,06037137302,+34.1773480,-118.6541956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,5,,,,,,,,,7,,,,,,,,,1,,,,1,,1,10,25068.0516352091,26336488.2775841
582,141400,06037141400,+34.1574858,-118.4760694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,4,,,,,,,,,1,,,,1,,,5,19413.1081239955,21498769.3084412
583,207900,06037207900,+34.0405275,-118.2601677,,,,,2,2,,2,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,1,,,,,,,,,5,,,,5,,,11,12841.3751209195,9720389.02757139
584,137401,06037137401,+34.1590075,-118.6102529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,2,,,,,,,,,,,,,,,,2,26377.214751617,25590865.9637983
585,141302,06037141302,+34.1536894,-118.4628464,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,1,,,,,,,4,,,,,,,,,1,,,,1,,,6,17038.8070578706,13726531.902278
586,203800,06037203800,+34.0449856,-118.1955756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,9451.84756925027,5246195.37709128
