name,KN,01,02,03,04,05,06,07,08,09,10,11,12,UE,US,Total,academicyear,
Columbia Elementary,9,7,5,5,2,5,6,0,0,0,0,0,0,0,0,39,2020-21,
Eastside Academy/Transitional Learning Center,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2020-21,
Eastside Elementary,2,3,3,6,8,3,6,0,0,0,0,0,0,0,0,31,2020-21,
Enterprise Elementary,7,5,7,10,2,1,5,0,0,0,0,0,0,0,0,37,2020-21,
Gifford C. Cole Middle,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,28,2020-21,
Tierra Bonita Elementary,5,7,6,5,4,5,3,0,0,0,0,0,0,0,0,35,2020-21,
