name,KN,01,02,03,04,05,06,07,08,09,10,11,12,UE,US,Total,academicyear,
Alpine Elementary,3,0,4,2,1,1,3,0,3,0,0,0,0,0,0,17,2020-21,
Antelope Elementary,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,6,2020-21,
Daisy Gibson Elementary,3,2,1,3,2,1,2,1,3,0,0,0,0,0,0,18,2020-21,
Keppel Academy,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,2020-21,
Lake Los Angeles Elementary,3,1,2,1,1,1,0,2,1,0,0,0,0,0,0,12,2020-21,
Pearblossom Elementary,0,1,2,2,0,1,0,0,1,0,0,0,0,0,0,7,2020-21,
